trip_id,load_id,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,trip_status,first_name,last_name,cdl_class,years_experience,make,model_year,fuel_type,status,customer_id,route_id,revenue,booking_type,typical_distance_miles,base_rate_per_mile,fuel_surcharge_rate,customer_name,customer_type
TRIP00034104,LOAD00034104,DRV00061,TRK00044,TRL00106,2023-03-12,2299,40.0,389.0,5.91,9.3,Completed,Linda,Gonzalez,A,25.0,Volvo,2015.0,Diesel,Active,CUST00075,RTE00048,5998.39,Spot,2332,2.69,0.34,Elite Corp,Contract
TRIP00034105,LOAD00034105,DRV00053,TRK00089,TRL00084,2023-03-12,90,1.8,14.4,6.23,7.8,Completed,John,Martin,A,2.0,International,2019.0,Diesel,Active,CUST00103,RTE00010,132.84,Contract,92,1.61,0.17,United Supply Chain,Contract
TRIP00034106,LOAD00034106,DRV00079,TRK00060,TRL00170,2023-03-12,2735,42.8,457.4,5.98,6.1,Completed,Patricia,Moore,A,4.0,Freightliner,2015.0,Diesel,Active,CUST00045,RTE00029,6783.14,Spot,2623,2.47,0.34,First Logistics,Dedicated
TRIP00034107,LOAD00034107,DRV00038,TRK00029,TRL00148,2023-03-12,2013,31.4,362.1,5.56,5.4,Completed,William,Williams,A,23.0,International,2016.0,Diesel,Active,CUST00030,RTE00003,5136.98,Dedicated,2003,2.55,0.29,ABC Manufacturing,Spot
TRIP00034108,LOAD00034108,DRV00077,TRK00050,TRL00089,2023-03-12,823,15.1,113.4,7.26,10.7,Completed,Patricia,Anderson,A,20.0,Peterbilt,2015.0,Diesel,Active,CUST00078,RTE00052,1120.0,Contract,804,1.63,0.34,Premier Wholesale,Spot
TRIP00034109,LOAD00034109,DRV00025,TRK00009,TRL00160,2023-03-12,2787,44.2,462.2,6.03,11.4,Completed,Jessica,Martinez,A,9.0,International,2015.0,Diesel,Active,CUST00161,RTE00044,7616.1,Contract,2627,2.69,0.31,First Wholesale,Spot
TRIP00034110,LOAD00034110,DRV00094,TRK00029,TRL00171,2023-03-12,1798,28.7,241.7,7.44,2.2,Completed,Mary,Taylor,A,15.0,International,2016.0,Diesel,Active,CUST00025,RTE00056,4200.21,Dedicated,1718,2.47,0.18,Pacific Retail,Contract
TRIP00034111,LOAD00034111,DRV00122,TRK00071,TRL00149,2023-03-12,1638,31.2,221.1,7.41,9.3,Completed,James,Wilson,A,12.0,Mack,2017.0,Diesel,Active,CUST00197,RTE00043,2420.1,Contract,1559,1.55,0.16,ABC Corp,Contract
TRIP00034112,LOAD00034112,DRV00026,TRK00110,TRL00019,2023-03-12,2680,42.2,462.1,5.8,3.5,Completed,Charles,Miller,A,5.0,Peterbilt,2016.0,Diesel,Active,CUST00123,RTE00037,4259.56,Dedicated,2561,1.52,0.21,American Corp,Spot
TRIP00034113,LOAD00034113,DRV00129,TRK00089,TRL00072,2023-03-12,592,11.4,84.6,7.0,3.7,Completed,Michael,Smith,A,6.0,International,2019.0,Diesel,Active,CUST00050,RTE00045,1487.45,Spot,597,2.33,0.23,Global Manufacturing,Spot
TRIP00034114,LOAD00034114,DRV00002,TRK00004,TRL00069,2023-03-13,1223,21.5,194.1,6.3,8.6,Completed,William,Martin,A,20.0,Freightliner,2015.0,Diesel,Active,CUST00150,RTE00041,3574.22,Dedicated,1216,2.75,0.21,American Industries,Dedicated
TRIP00034115,LOAD00034115,DRV00114,TRK00085,TRL00102,2023-03-13,2517,48.2,425.9,5.91,3.3,Completed,Thomas,Wilson,A,3.0,Kenworth,2015.0,Diesel,Active,CUST00036,RTE00037,4435.91,Spot,2561,1.52,0.21,National Retail,Spot
TRIP00034116,LOAD00034116,DRV00034,TRK00061,TRL00028,2023-03-13,783,14.8,119.2,6.57,10.3,Completed,Thomas,Miller,A,15.0,International,2018.0,Diesel,Active,CUST00046,RTE00053,2017.19,Dedicated,777,2.35,0.27,First Wholesale,Dedicated
TRIP00034117,LOAD00034117,DRV00059,TRK00011,TRL00017,2023-03-13,2250,37.4,312.9,7.19,6.1,Completed,Barbara,Gonzalez,A,4.0,Freightliner,2015.0,Diesel,Active,CUST00058,RTE00028,3886.12,Spot,2172,1.89,0.26,Superior Foods,Contract
TRIP00034118,LOAD00034118,DRV00014,TRK00061,TRL00007,2023-03-13,716,12.6,121.2,5.91,3.0,Completed,Richard,Miller,A,11.0,International,2018.0,Diesel,Active,CUST00113,RTE00018,1450.6,Contract,670,2.07,0.28,Premier Group,Spot
TRIP00034119,LOAD00034119,DRV00004,TRK00043,TRL00121,2023-03-13,92,1.5,13.7,6.71,9.9,Completed,Barbara,Brown,A,19.0,Freightliner,2019.0,Diesel,Active,CUST00151,RTE00015,246.96,Spot,92,2.79,0.15,ABC Foods,Spot
TRIP00034120,LOAD00034120,DRV00028,TRK00025,TRL00091,2023-03-13,1105,17.8,159.2,6.94,6.9,Completed,Susan,Jackson,A,19.0,Freightliner,2018.0,Diesel,Active,CUST00022,RTE00039,2375.01,Dedicated,1044,2.08,0.33,Continental Supply Chain,Contract
TRIP00034121,LOAD00034121,DRV00143,TRK00067,TRL00017,2023-03-13,2332,42.4,407.7,5.72,10.5,Completed,Linda,Smith,A,2.0,International,2015.0,Diesel,Active,CUST00038,RTE00028,3741.46,Dedicated,2172,1.89,0.26,Continental Supply Chain,Dedicated
TRIP00034122,LOAD00034122,DRV00142,TRK00072,TRL00132,2023-03-13,1587,26.3,218.9,7.25,6.8,Completed,John,Thomas,A,15.0,Volvo,2017.0,Diesel,Active,CUST00085,RTE00043,2486.19,Dedicated,1559,1.55,0.16,Pacific Manufacturing,Dedicated
TRIP00034123,LOAD00034123,DRV00024,TRK00013,TRL00066,2023-03-13,1767,29.3,252.1,7.01,4.4,Completed,Barbara,Martinez,A,17.0,Volvo,2018.0,Diesel,Active,CUST00032,RTE00040,4578.44,Spot,1749,2.38,0.3,Continental Wholesale,Dedicated
TRIP00034124,LOAD00034124,DRV00071,TRK00062,TRL00137,2023-03-13,553,9.2,86.3,6.41,3.8,Completed,Jessica,Johnson,A,12.0,Mack,2017.0,Diesel,Active,CUST00060,RTE00058,1122.83,Dedicated,519,2.27,0.19,Global Wholesale,Spot
TRIP00034125,LOAD00034125,DRV00022,TRK00068,TRL00062,2023-03-13,1292,22.7,177.2,7.29,10.9,Completed,Charles,Moore,A,6.0,Peterbilt,2020.0,Diesel,Active,CUST00148,RTE00023,3213.28,Contract,1276,2.33,0.17,Pacific Supply Chain,Spot
TRIP00034126,LOAD00034126,DRV00092,TRK00084,TRL00020,2023-03-13,169,2.8,27.6,6.12,7.3,Completed,James,Davis,A,21.0,Freightliner,2015.0,Diesel,Active,CUST00168,RTE00033,365.0,Spot,167,2.42,0.24,Global Foods,Spot
TRIP00034127,LOAD00034127,DRV00009,TRK00060,TRL00006,2023-03-13,568,10.4,97.8,5.81,2.3,Completed,Karen,Hernandez,A,13.0,Freightliner,2015.0,Diesel,Active,CUST00175,RTE00022,1246.07,Spot,557,1.95,0.29,ABC Wholesale,Spot
TRIP00034128,LOAD00034128,DRV00016,TRK00096,TRL00078,2023-03-13,2689,42.0,415.6,6.47,4.4,Completed,Thomas,Gonzalez,A,11.0,Kenworth,2018.0,Diesel,Active,CUST00164,RTE00029,5508.01,Dedicated,2623,2.47,0.34,ABC Industries,Spot
TRIP00034129,LOAD00034129,DRV00119,TRK00084,TRL00034,2023-03-13,1822,32.8,297.7,6.12,12.0,Completed,Jennifer,Wilson,A,6.0,Freightliner,2015.0,Diesel,Active,CUST00162,RTE00056,3805.39,Contract,1718,2.47,0.18,Metro Distribution,Spot
TRIP00034130,LOAD00034130,DRV00092,TRK00095,TRL00038,2023-03-13,1782,32.5,250.6,7.11,7.7,Completed,James,Davis,A,21.0,Mack,2015.0,Diesel,Active,CUST00108,RTE00005,3744.44,Spot,1749,2.41,0.26,Global Distribution,Dedicated
TRIP00034131,LOAD00034131,DRV00045,TRK00093,TRL00057,2023-03-13,1299,22.1,229.9,5.65,8.8,Completed,Thomas,Martinez,A,10.0,Peterbilt,2015.0,Diesel,Active,CUST00168,RTE00035,2254.87,Contract,1229,1.69,0.28,Global Foods,Spot
TRIP00034132,LOAD00034132,DRV00030,TRK00112,TRL00048,2023-03-13,260,4.4,37.7,6.9,9.9,Completed,Jessica,Hernandez,A,5.0,Volvo,2016.0,Diesel,Active,CUST00178,RTE00036,613.23,Dedicated,262,2.63,0.33,Metro Corp,Contract
TRIP00034133,LOAD00034133,DRV00011,TRK00096,TRL00140,2023-03-13,1028,16.4,153.2,6.71,6.2,Completed,Michael,Martinez,A,15.0,Kenworth,2018.0,Diesel,Active,CUST00033,RTE00039,2049.84,Dedicated,1044,2.08,0.33,XYZ Foods,Contract
TRIP00034134,LOAD00034134,DRV00132,TRK00078,TRL00101,2023-03-13,759,11.8,110.3,6.88,4.4,Completed,Patricia,Gonzalez,A,24.0,Freightliner,2015.0,Diesel,Active,CUST00022,RTE00008,2064.23,Contract,762,2.62,0.15,Continental Supply Chain,Contract
TRIP00034135,LOAD00034135,DRV00014,TRK00058,TRL00070,2023-03-13,2142,40.3,308.6,6.94,2.1,Completed,Richard,Miller,A,11.0,Mack,2015.0,Diesel,Active,CUST00198,RTE00026,3138.14,Dedicated,1984,1.72,0.28,Elite Wholesale,Dedicated
TRIP00034136,LOAD00034136,DRV00150,TRK00014,TRL00169,2023-03-13,808,13.1,122.4,6.6,10.0,Completed,Robert,Martin,A,14.0,International,2015.0,Diesel,Active,CUST00118,RTE00052,1488.3,Spot,804,1.63,0.34,Continental Manufacturing,Dedicated
TRIP00034137,LOAD00034137,DRV00098,TRK00069,TRL00156,2023-03-13,614,11.7,88.0,6.98,5.3,Completed,David,Anderson,A,5.0,Mack,2016.0,Diesel,Active,CUST00145,RTE00045,1384.22,Dedicated,597,2.33,0.23,National Foods,Contract
TRIP00034138,LOAD00034138,DRV00126,TRK00001,TRL00034,2023-03-13,715,13.5,116.3,6.15,6.3,Completed,Sarah,Jackson,A,25.0,Peterbilt,2016.0,Diesel,Active,CUST00131,RTE00013,1193.47,Dedicated,673,1.7,0.21,National Distribution,Contract
TRIP00034139,LOAD00034139,DRV00085,TRK00060,TRL00093,2023-03-13,2817,55.5,416.1,6.77,7.4,Completed,Linda,Wilson,A,23.0,Freightliner,2015.0,Diesel,Active,CUST00008,RTE00044,7248.77,Contract,2627,2.69,0.31,American Logistics,Contract
TRIP00034140,LOAD00034140,DRV00043,TRK00086,TRL00008,2023-03-13,728,13.1,106.6,6.83,2.6,Completed,Mary,Williams,A,23.0,Freightliner,2015.0,Diesel,Active,CUST00039,RTE00001,1043.68,Spot,677,1.7,0.19,XYZ Wholesale,Contract
TRIP00034141,LOAD00034141,DRV00066,TRK00045,TRL00042,2023-03-13,844,14.6,119.9,7.04,2.7,Completed,William,Wilson,A,18.0,Volvo,2015.0,Diesel,Active,CUST00098,RTE00052,1475.3,Spot,804,1.63,0.34,National Supply Chain,Dedicated
TRIP00034142,LOAD00034142,DRV00051,TRK00089,TRL00016,2023-03-13,1746,31.0,235.6,7.41,7.1,Completed,Linda,Davis,A,12.0,International,2019.0,Diesel,Active,CUST00124,RTE00056,4330.94,Dedicated,1718,2.47,0.18,First Supply Chain,Contract
TRIP00034143,LOAD00034143,DRV00109,TRK00113,TRL00096,2023-03-13,259,4.2,34.6,7.49,6.1,Completed,Joseph,Davis,A,11.0,Mack,2015.0,Diesel,Active,CUST00012,RTE00036,659.99,Spot,262,2.63,0.33,ABC Distribution,Dedicated
TRIP00034144,LOAD00034144,DRV00149,TRK00001,TRL00163,2023-03-13,2799,44.5,472.8,5.92,5.7,Completed,Linda,Jones,A,20.0,Peterbilt,2016.0,Diesel,Active,CUST00135,RTE00016,6909.7,Dedicated,2729,2.5,0.17,Premier Retail,Dedicated
TRIP00034145,LOAD00034145,DRV00035,TRK00004,TRL00042,2023-03-13,2260,44.0,375.4,6.02,7.0,Completed,Michael,Taylor,A,19.0,Freightliner,2015.0,Diesel,Active,CUST00197,RTE00020,3502.36,Dedicated,2172,1.77,0.34,ABC Corp,Contract
TRIP00034146,LOAD00034146,DRV00133,TRK00097,TRL00006,2023-03-13,2671,47.6,404.7,6.6,5.4,Completed,Mary,Wilson,A,9.0,Peterbilt,2016.0,Diesel,Active,CUST00156,RTE00042,7053.97,Dedicated,2623,2.39,0.18,First Logistics,Dedicated
TRIP00034147,LOAD00034147,DRV00074,TRK00116,TRL00178,2023-03-13,864,13.6,121.5,7.11,5.2,Completed,William,Brown,A,11.0,International,2019.0,Diesel,Active,CUST00081,RTE00009,1610.63,Contract,878,1.95,0.17,ABC Wholesale,Spot
TRIP00034148,LOAD00034148,DRV00018,TRK00036,TRL00027,2023-03-13,1159,19.3,157.9,7.34,10.8,Completed,Patricia,Martin,A,5.0,Peterbilt,2020.0,Diesel,Active,CUST00194,RTE00017,2328.37,Contract,1130,1.81,0.34,ABC Group,Spot
TRIP00034149,LOAD00034149,DRV00111,TRK00097,TRL00025,2023-03-13,553,8.9,98.2,5.63,7.7,Completed,Richard,Jones,A,9.0,Peterbilt,2016.0,Diesel,Active,CUST00187,RTE00058,1261.05,Contract,519,2.27,0.19,Metro Logistics,Contract
TRIP00034150,LOAD00034150,DRV00060,TRK00033,TRL00029,2023-03-13,2404,39.6,360.4,6.67,11.8,Completed,Jessica,Thomas,A,6.0,Mack,2015.0,Diesel,Active,CUST00154,RTE00048,6903.86,Dedicated,2332,2.69,0.34,XYZ Distribution,Spot
TRIP00034151,LOAD00034151,DRV00120,TRK00050,TRL00008,2023-03-13,1263,20.2,177.1,7.13,5.8,Completed,Jessica,Johnson,A,10.0,Peterbilt,2015.0,Diesel,Active,CUST00007,RTE00014,2821.58,Spot,1204,2.14,0.19,Superior Distribution,Spot
TRIP00034152,LOAD00034152,DRV00130,TRK00009,TRL00139,2023-03-13,1289,21.0,201.7,6.39,8.4,Completed,Karen,Lopez,A,14.0,International,2015.0,Diesel,Active,CUST00176,RTE00019,3243.87,Dedicated,1271,2.33,0.32,Metro Distribution,Contract
TRIP00034153,LOAD00034153,DRV00070,TRK00024,TRL00089,2023-03-13,1425,23.6,256.3,5.56,7.2,Completed,Sarah,Anderson,A,16.0,Volvo,2015.0,Diesel,Active,CUST00074,RTE00055,3340.27,Contract,1429,2.51,0.25,First Industries,Contract
TRIP00034154,LOAD00034154,DRV00078,TRK00038,TRL00072,2023-03-13,712,13.7,111.4,6.39,5.2,Completed,John,Taylor,A,21.0,International,2015.0,Diesel,Active,CUST00044,RTE00002,1322.06,Spot,697,2.08,0.22,American Logistics,Contract
TRIP00034155,LOAD00034155,,TRK00113,TRL00104,2023-03-13,1259,19.7,208.1,6.05,9.9,Completed,,,,,Mack,2015.0,Diesel,Active,CUST00176,RTE00019,3395.85,Dedicated,1271,2.33,0.32,Metro Distribution,Contract
TRIP00034156,LOAD00034156,DRV00087,TRK00085,TRL00065,2023-03-13,2009,38.4,353.7,5.68,7.3,Completed,William,Anderson,A,10.0,Kenworth,2015.0,Diesel,Active,CUST00115,RTE00004,3201.32,Dedicated,2017,1.84,0.19,Global Corp,Dedicated
TRIP00034157,LOAD00034157,DRV00066,TRK00110,TRL00095,2023-03-13,2305,38.9,329.8,6.99,7.5,Completed,William,Wilson,A,18.0,Peterbilt,2016.0,Diesel,Active,CUST00066,RTE00046,6767.52,Dedicated,2269,2.74,0.22,Elite Foods,Dedicated
TRIP00034158,LOAD00034158,DRV00003,TRK00061,TRL00064,2023-03-13,2594,46.5,358.3,7.24,10.8,Completed,Charles,Hernandez,A,19.0,International,2018.0,Diesel,Active,CUST00152,RTE00037,3969.42,Dedicated,2561,1.52,0.21,Metro Retail,Dedicated
TRIP00034159,LOAD00034159,DRV00037,TRK00111,TRL00095,2023-03-13,660,10.7,113.6,5.81,11.4,Completed,Jessica,Garcia,A,21.0,Kenworth,2015.0,Diesel,Active,CUST00146,RTE00031,1229.81,Dedicated,640,2.19,0.29,First Foods,Contract
TRIP00034160,LOAD00034160,DRV00139,TRK00116,TRL00175,2023-03-13,2263,42.1,316.9,7.14,8.3,Completed,Sarah,Davis,A,14.0,International,2019.0,Diesel,Active,CUST00013,RTE00046,7076.23,Dedicated,2269,2.74,0.22,Pacific Corp,Dedicated
TRIP00034161,LOAD00034161,DRV00077,TRK00070,TRL00080,2023-03-13,260,4.2,42.3,6.15,5.6,Completed,Patricia,Anderson,A,20.0,Kenworth,2015.0,Diesel,Active,CUST00152,RTE00036,769.2,Dedicated,262,2.63,0.33,Metro Retail,Dedicated
TRIP00034162,LOAD00034162,DRV00069,TRK00011,TRL00047,2023-03-13,686,10.9,114.3,6.0,2.5,Completed,Patricia,Taylor,A,15.0,Freightliner,2015.0,Diesel,Active,CUST00064,RTE00006,1549.86,Dedicated,675,2.13,0.28,Metro Retail,Spot
TRIP00034163,LOAD00034163,DRV00074,TRK00099,TRL00060,2023-03-13,783,12.6,117.6,6.66,8.6,Completed,William,Brown,A,11.0,Freightliner,2015.0,Diesel,Active,CUST00084,RTE00008,1744.96,Dedicated,762,2.62,0.15,United Foods,Dedicated
TRIP00034164,LOAD00034164,DRV00070,TRK00112,TRL00039,2023-03-13,1821,28.1,276.7,6.58,7.9,Completed,Sarah,Anderson,A,16.0,Volvo,2016.0,Diesel,Active,CUST00113,RTE00056,4663.43,Spot,1718,2.47,0.18,Premier Group,Spot
TRIP00034165,LOAD00034165,DRV00134,TRK00026,TRL00170,2023-03-13,2625,41.5,383.8,6.84,9.7,Completed,Linda,Moore,A,18.0,International,2021.0,Diesel,Active,CUST00034,RTE00037,3818.28,Spot,2561,1.52,0.21,Elite Retail,Contract
TRIP00034166,LOAD00034166,DRV00148,TRK00106,TRL00103,2023-03-13,1628,28.5,262.6,6.2,7.3,Completed,Patricia,Anderson,A,15.0,Volvo,2017.0,Diesel,Active,CUST00103,RTE00054,2736.2,Dedicated,1557,2.01,0.19,United Supply Chain,Contract
TRIP00034167,LOAD00034167,DRV00070,TRK00001,TRL00172,2023-03-13,91,1.7,16.0,5.68,2.1,Completed,Sarah,Anderson,A,16.0,Peterbilt,2016.0,Diesel,Active,CUST00086,RTE00015,277.22,Spot,92,2.79,0.15,Premier Foods,Contract
TRIP00034168,LOAD00034168,DRV00016,TRK00007,TRL00144,2023-03-13,2308,43.3,341.9,6.75,9.7,Completed,Thomas,Gonzalez,A,11.0,Volvo,2019.0,Diesel,Active,CUST00073,RTE00032,4769.35,Contract,2259,1.99,0.2,Pacific Supply Chain,Dedicated
TRIP00034169,LOAD00034169,DRV00074,TRK00111,TRL00179,2023-03-13,2260,43.7,408.7,5.53,3.8,Completed,William,Brown,A,11.0,Kenworth,2015.0,Diesel,Active,CUST00063,RTE00030,5816.17,Contract,2147,2.48,0.33,Superior Group,Dedicated
TRIP00034170,LOAD00034170,DRV00125,TRK00010,TRL00142,2023-03-13,3305,53.2,539.2,6.13,3.8,Completed,David,Smith,A,17.0,Volvo,2015.0,Diesel,Active,CUST00143,RTE00025,5079.65,Dedicated,3141,1.65,0.18,ABC Supply Chain,Contract
TRIP00034171,LOAD00034171,DRV00102,TRK00049,TRL00075,2023-03-13,1186,20.2,210.7,5.63,6.8,Completed,Elizabeth,Rodriguez,A,11.0,Peterbilt,2015.0,Diesel,Active,CUST00078,RTE00014,2533.23,Spot,1204,2.14,0.19,Premier Wholesale,Spot
TRIP00034172,LOAD00034172,DRV00083,TRK00080,TRL00097,2023-03-13,1082,19.5,147.8,7.32,9.6,Completed,Patricia,Martin,A,21.0,Volvo,2015.0,Diesel,Active,CUST00041,RTE00039,2319.48,Dedicated,1044,2.08,0.33,XYZ Industries,Dedicated
TRIP00034173,LOAD00034173,DRV00146,TRK00086,TRL00102,2023-03-13,1870,34.4,336.3,5.56,10.9,Completed,Jessica,Gonzalez,A,12.0,Freightliner,2015.0,Diesel,Active,CUST00199,RTE00005,4439.76,Dedicated,1749,2.41,0.26,First Group,Contract
TRIP00034174,LOAD00034174,DRV00045,TRK00073,TRL00109,2023-03-13,705,13.7,100.3,7.03,3.5,Completed,Thomas,Martinez,A,10.0,Mack,2016.0,Diesel,Active,CUST00068,RTE00006,1281.53,Dedicated,675,2.13,0.28,Metro Manufacturing,Contract
TRIP00034175,LOAD00034175,DRV00127,TRK00051,TRL00072,2023-03-13,1838,31.1,248.0,7.41,4.3,Completed,Thomas,Gonzalez,A,15.0,Mack,2016.0,Diesel,Active,CUST00125,RTE00051,3079.09,Contract,1840,1.85,0.25,XYZ Supply Chain,Contract
TRIP00034176,LOAD00034176,DRV00103,TRK00014,TRL00121,2023-03-13,1834,30.2,267.0,6.87,4.9,Completed,Joseph,Hernandez,A,23.0,International,2015.0,Diesel,Active,CUST00025,RTE00051,3817.01,Dedicated,1840,1.85,0.25,Pacific Retail,Contract
TRIP00034177,LOAD00034177,DRV00020,TRK00103,TRL00072,2023-03-13,1758,28.1,262.8,6.69,5.3,Completed,Joseph,Martinez,A,18.0,Freightliner,2015.0,Diesel,Active,CUST00105,RTE00040,4067.52,Dedicated,1749,2.38,0.3,First Corp,Spot
TRIP00034178,LOAD00034178,DRV00100,,TRL00081,2023-03-13,1186,19.7,192.8,6.15,11.6,Completed,Jennifer,Martinez,A,15.0,,,,,CUST00099,RTE00014,2871.69,Spot,1204,2.14,0.19,First Logistics,Dedicated
TRIP00034179,LOAD00034179,DRV00120,TRK00025,TRL00085,2023-03-13,693,12.1,96.8,7.16,2.3,Completed,Jessica,Johnson,A,10.0,Freightliner,2018.0,Diesel,Active,CUST00199,RTE00002,1285.72,Dedicated,697,2.08,0.22,First Group,Contract
TRIP00034180,LOAD00034180,DRV00117,TRK00072,TRL00123,2023-03-13,2711,44.5,439.4,6.17,8.1,Completed,Patricia,Moore,A,11.0,Volvo,2017.0,Diesel,Active,CUST00149,RTE00042,6790.14,Dedicated,2623,2.39,0.18,First Group,Dedicated
TRIP00034181,LOAD00034181,DRV00066,TRK00101,TRL00148,2023-03-13,535,9.0,79.3,6.75,5.0,Completed,William,Wilson,A,18.0,Peterbilt,2015.0,Diesel,Active,CUST00047,RTE00058,1159.64,Contract,519,2.27,0.19,Elite Industries,Spot
TRIP00034182,LOAD00034182,DRV00061,TRK00105,TRL00021,2023-03-13,702,12.1,99.4,7.06,8.6,Completed,Linda,Gonzalez,A,25.0,Volvo,2015.0,Diesel,Active,CUST00159,RTE00018,1252.38,Contract,670,2.07,0.28,Metro Wholesale,Dedicated
TRIP00034183,LOAD00034183,,TRK00020,TRL00139,2023-03-13,798,15.6,116.3,6.86,11.6,Completed,,,,,Kenworth,2015.0,Diesel,Active,CUST00011,RTE00052,1414.56,Dedicated,804,1.63,0.34,First Group,Dedicated
TRIP00034184,LOAD00034184,DRV00070,,TRL00061,2023-03-13,880,15.4,145.0,6.07,3.9,Completed,Sarah,Anderson,A,16.0,,,,,CUST00114,RTE00009,1896.55,Dedicated,878,1.95,0.17,Premier Manufacturing,Contract
TRIP00034185,LOAD00034185,DRV00099,TRK00065,TRL00095,2023-03-14,559,10.9,75.1,7.44,8.4,Completed,Michael,Williams,A,13.0,Freightliner,2015.0,Diesel,Active,CUST00057,RTE00011,888.15,Dedicated,547,1.69,0.24,Premier Wholesale,Contract
TRIP00034186,LOAD00034186,DRV00028,TRK00108,TRL00147,2023-03-14,1241,22.7,191.5,6.48,7.8,Completed,Susan,Jackson,A,19.0,Volvo,2015.0,Diesel,Active,CUST00127,RTE00041,3352.6,Contract,1216,2.75,0.21,Global Group,Spot
TRIP00034187,LOAD00034187,DRV00091,TRK00070,TRL00031,2023-03-14,2564,43.2,403.8,6.35,3.3,Completed,Linda,Rodriguez,A,17.0,Kenworth,2015.0,Diesel,Active,CUST00016,RTE00012,6753.88,Spot,2389,2.71,0.19,United Industries,Dedicated
TRIP00034188,LOAD00034188,,TRK00069,TRL00171,2023-03-14,92,1.7,12.4,7.41,2.3,Completed,,,,,Mack,2016.0,Diesel,Active,CUST00049,RTE00010,152.76,Contract,92,1.61,0.17,Continental Corp,Spot
TRIP00034189,LOAD00034189,DRV00075,TRK00058,TRL00042,2023-03-14,90,1.5,16.2,5.54,2.9,Completed,John,Anderson,A,25.0,Mack,2015.0,Diesel,Active,CUST00074,RTE00015,248.22,Spot,92,2.79,0.15,First Industries,Contract
TRIP00034190,LOAD00034190,DRV00011,TRK00079,TRL00180,2023-03-14,740,11.7,128.0,5.78,11.6,Completed,Michael,Martinez,A,15.0,Mack,2015.0,Diesel,Active,CUST00146,RTE00002,1311.64,Dedicated,697,2.08,0.22,First Foods,Contract
TRIP00034191,LOAD00034191,DRV00098,TRK00070,TRL00137,2023-03-14,1311,21.1,223.7,5.86,4.3,Completed,David,Anderson,A,5.0,Kenworth,2015.0,Diesel,Active,CUST00061,RTE00038,3688.31,Spot,1311,2.71,0.24,Elite Group,Spot
TRIP00034192,LOAD00034192,DRV00071,TRK00053,TRL00051,2023-03-14,619,9.8,95.8,6.46,2.4,Completed,Jessica,Johnson,A,12.0,Peterbilt,2015.0,Diesel,Active,CUST00175,RTE00045,1508.25,Spot,597,2.33,0.23,ABC Wholesale,Spot
TRIP00034193,LOAD00034193,DRV00108,TRK00057,TRL00063,2023-03-14,2843,54.1,412.6,6.89,3.3,Completed,Joseph,Jones,A,23.0,Mack,2015.0,Diesel,Active,CUST00033,RTE00016,7048.26,Contract,2729,2.5,0.17,XYZ Foods,Contract
TRIP00034194,LOAD00034194,DRV00085,TRK00120,TRL00112,2023-03-14,96,1.6,16.3,5.89,4.5,Completed,Linda,Wilson,A,23.0,Volvo,2017.0,Diesel,Active,CUST00016,RTE00010,151.41,Contract,92,1.61,0.17,United Industries,Dedicated
TRIP00034195,LOAD00034195,DRV00148,TRK00084,TRL00043,2023-03-14,1646,32.8,248.6,6.62,3.0,Completed,Patricia,Anderson,A,15.0,Freightliner,2015.0,Diesel,Active,CUST00162,RTE00007,4090.22,Dedicated,1576,2.54,0.32,Metro Distribution,Spot
TRIP00034196,LOAD00034196,DRV00009,TRK00029,TRL00098,2023-03-14,935,14.9,162.3,5.76,3.3,Completed,Karen,Hernandez,A,13.0,International,2016.0,Diesel,Active,CUST00169,RTE00057,2398.56,Contract,921,2.45,0.3,First Distribution,Dedicated
TRIP00034197,LOAD00034197,,TRK00033,TRL00110,2023-03-14,2295,35.7,345.6,6.64,11.8,Completed,,,,,Mack,2015.0,Diesel,Active,CUST00102,RTE00046,6399.38,Spot,2269,2.74,0.22,Pacific Industries,Dedicated
TRIP00034198,LOAD00034198,DRV00055,TRK00011,TRL00006,2023-03-14,1223,23.2,214.9,5.69,9.9,Completed,Mary,Anderson,A,6.0,Freightliner,2015.0,Diesel,Active,CUST00164,RTE00024,3209.95,Dedicated,1175,2.48,0.32,ABC Industries,Spot
TRIP00034199,LOAD00034199,DRV00062,TRK00018,TRL00109,2023-03-14,1563,25.3,236.8,6.6,11.1,Completed,Jessica,Davis,A,22.0,International,2015.0,Diesel,Active,CUST00176,RTE00043,2397.97,Dedicated,1559,1.55,0.16,Metro Distribution,Contract
TRIP00034200,LOAD00034200,DRV00132,TRK00036,TRL00105,2023-03-14,693,13.4,104.4,6.64,8.6,Completed,Patricia,Gonzalez,A,24.0,Peterbilt,2020.0,Diesel,Active,CUST00163,RTE00006,1563.39,Dedicated,675,2.13,0.28,Continental Manufacturing,Spot
TRIP00034201,LOAD00034201,DRV00050,TRK00015,TRL00054,2023-03-14,1851,34.7,286.5,6.46,5.1,Completed,Robert,Johnson,A,11.0,International,2015.0,Diesel,Active,CUST00093,RTE00040,4524.14,Dedicated,1749,2.38,0.3,United Group,Spot
